20260105T,25290.00,25290.00,25290.00,25290.00,7
20260105T,25370.00,25370.00,25370.00,25370.00,7
20260105T,25380.00,25380.00,25380.00,25380.00,7
20260105T,25410.00,25410.00,25410.00,25410.00,7
20260105T,25450.00,25450.00,25450.00,25450.00,7
20260105T,25500.00,25500.00,25500.00,25500.00,7
20260105T,25350.00,25350.00,25350.00,25350.00,6
20260106T,25335.87,25335.87,25335.87,25335.87,10
20260106T,25300.00,25300.00,25300.00,25300.00,9
20260106T,25400.00,25400.00,25400.00,25400.00,9
20260106T,25250.00,25250.00,25250.00,25250.00,8
20260106T,25349.49,25349.49,25349.49,25349.49,8
20260106T,25180.00,25180.00,25180.00,25180.00,7
20260106T,25200.00,25200.00,25200.00,25200.00,7
20260106T,25240.00,25240.00,25240.00,25240.00,7
20260106T,25260.00,25260.00,25260.00,25260.00,7
20260106T,25270.00,25270.00,25270.00,25270.00,7
20260106T,25280.00,25280.00,25280.00,25280.00,7
20260106T,25290.00,25290.00,25290.00,25290.00,7
20260106T,25370.00,25370.00,25370.00,25370.00,7
20260106T,25380.00,25380.00,25380.00,25380.00,7
20260106T,25410.00,25410.00,25410.00,25410.00,7
20260106T,25450.00,25450.00,25450.00,25450.00,7
20260106T,25500.00,25500.00,25500.00,25500.00,7
20260106T,25350.00,25350.00,25350.00,25350.00,6
20260107T,25335.87,25335.87,25335.87,25335.87,10
20260107T,25300.00,25300.00,25300.00,25300.00,9
20260107T,25400.00,25400.00,25400.00,25400.00,9
20260107T,25250.00,25250.00,25250.00,25250.00,8
20260107T,25349.49,25349.49,25349.49,25349.49,8
20260107T,25180.00,25180.00,25180.00,25180.00,7
20260107T,25200.00,25200.00,25200.00,25200.00,7
20260107T,25240.00,25240.00,25240.00,25240.00,7
20260107T,25260.00,25260.00,25260.00,25260.00,7
20260107T,25270.00,25270.00,25270.00,25270.00,7
20260107T,25280.00,25280.00,25280.00,25280.00,7
20260107T,25290.00,25290.00,25290.00,25290.00,7
20260107T,25370.00,25370.00,25370.00,25370.00,7
20260107T,25380.00,25380.00,25380.00,25380.00,7
20260107T,25410.00,25410.00,25410.00,25410.00,7
20260107T,25450.00,25450.00,25450.00,25450.00,7
20260107T,25500.00,25500.00,25500.00,25500.00,7
20260107T,25350.00,25350.00,25350.00,25350.00,6
20260108T,25335.87,25335.87,25335.87,25335.87,10
20260108T,25300.00,25300.00,25300.00,25300.00,9
20260108T,25400.00,25400.00,25400.00,25400.00,9
20260108T,25250.00,25250.00,25250.00,25250.00,8
20260108T,25349.49,25349.49,25349.49,25349.49,8
20260108T,25180.00,25180.00,25180.00,25180.00,7
20260108T,25200.00,25200.00,25200.00,25200.00,7
20260108T,25240.00,25240.00,25240.00,25240.00,7
20260108T,25260.00,25260.00,25260.00,25260.00,7
20260108T,25270.00,25270.00,25270.00,25270.00,7
20260108T,25280.00,25280.00,25280.00,25280.00,7
20260108T,25290.00,25290.00,25290.00,25290.00,7
20260108T,25370.00,25370.00,25370.00,25370.00,7
20260108T,25380.00,25380.00,25380.00,25380.00,7
20260108T,25410.00,25410.00,25410.00,25410.00,7
20260108T,25450.00,25450.00,25450.00,25450.00,7
20260108T,25500.00,25500.00,25500.00,25500.00,7
20260108T,25350.00,25350.00,25350.00,25350.00,6
20260109T,25335.87,25335.87,25335.87,25335.87,10
20260109T,25300.00,25300.00,25300.00,25300.00,9
20260109T,25400.00,25400.00,25400.00,25400.00,9
20260109T,25250.00,25250.00,25250.00,25250.00,8
20260109T,25349.49,25349.49,25349.49,25349.49,8
20260109T,25180.00,25180.00,25180.00,25180.00,7
20260109T,25200.00,25200.00,25200.00,25200.00,7
20260109T,25240.00,25240.00,25240.00,25240.00,7
20260109T,25260.00,25260.00,25260.00,25260.00,7
20260109T,25270.00,25270.00,25270.00,25270.00,7
20260109T,25280.00,25280.00,25280.00,25280.00,7
20260109T,25290.00,25290.00,25290.00,25290.00,7
20260109T,25370.00,25370.00,25370.00,25370.00,7
20260109T,25380.00,25380.00,25380.00,25380.00,7
20260109T,25410.00,25410.00,25410.00,25410.00,7
20260109T,25450.00,25450.00,25450.00,25450.00,7
20260109T,25500.00,25500.00,25500.00,25500.00,7
20260109T,25350.00,25350.00,25350.00,25350.00,6
20260110T,25335.87,25335.87,25335.87,25335.87,10
20260110T,25300.00,25300.00,25300.00,25300.00,9
20260110T,25400.00,25400.00,25400.00,25400.00,9
20260110T,25250.00,25250.00,25250.00,25250.00,8
20260110T,25349.49,25349.49,25349.49,25349.49,8
20260110T,25180.00,25180.00,25180.00,25180.00,7
20260110T,25200.00,25200.00,25200.00,25200.00,7
20260110T,25240.00,25240.00,25240.00,25240.00,7
20260110T,25260.00,25260.00,25260.00,25260.00,7
20260110T,25270.00,25270.00,25270.00,25270.00,7
20260110T,25280.00,25280.00,25280.00,25280.00,7
20260110T,25290.00,25290.00,25290.00,25290.00,7
20260110T,25370.00,25370.00,25370.00,25370.00,7
20260110T,25380.00,25380.00,25380.00,25380.00,7
20260110T,25410.00,25410.00,25410.00,25410.00,7
20260110T,25450.00,25450.00,25450.00,25450.00,7
20260110T,25500.00,25500.00,25500.00,25500.00,7
20260110T,25350.00,25350.00,25350.00,25350.00,6
20260111T,25335.87,25335.87,25335.87,25335.87,10
20260111T,25300.00,25300.00,25300.00,25300.00,9
20260111T,25400.00,25400.00,25400.00,25400.00,9
20260111T,25250.00,25250.00,25250.00,25250.00,8
20260111T,25349.49,25349.49,25349.49,25349.49,8
20260111T,25180.00,25180.00,25180.00,25180.00,7
20260111T,25200.00,25200.00,25200.00,25200.00,7
20260111T,25240.00,25240.00,25240.00,25240.00,7
20260111T,25260.00,25260.00,25260.00,25260.00,7
